EventID,Desk,Trader,Book,BuySell,Quantity,BondID,Price,ExclusionType
1614,NY,T7375392,NY12,sell,991.0,B45918,8427.76,QUANTITY_OVERLIMIT
1617,NY,T4439875,NY44,sell,841.0,B45193,1398.91,QUANTITY_OVERLIMIT
1620,NY,T2078717,NY01,sell,385.0,B17901,1746.6,QUANTITY_OVERLIMIT
1629,HK,T3800229,HK00,sell,262.0,B23639,1995.88,QUANTITY_OVERLIMIT
1634,TOK,T3121807,TOK22,sell,477.0,B35479,10697.76,QUANTITY_OVERLIMIT
1635,NY,T4439875,NY44,sell,756.0,B34105,1460.47,QUANTITY_OVERLIMIT
1638,LON,T6326422,LON03,sell,779.0,B11094,5661.81,QUANTITY_OVERLIMIT
1652,TOK,T3121807,TOK23,sell,787.0,B28917,700.35,QUANTITY_OVERLIMIT
1653,NY,T1087795,NY20,sell,662.0,B17266,123571.0,QUANTITY_OVERLIMIT
1654,HK,T3800229,HK04,sell,281.0,B44611,1261.0,QUANTITY_OVERLIMIT
1666,HK,T5727593,HK12,sell,372.0,B17266,123571.0,QUANTITY_OVERLIMIT
1674,NY,T4848015,NY33,sell,246.0,B01774,1530.9,QUANTITY_OVERLIMIT
1679,TOK,T3121807,TOK22,sell,348.0,B08521,7135.25,QUANTITY_OVERLIMIT
1683,NY,T7375392,NY10,sell,695.0,B17901,1746.6,QUANTITY_OVERLIMIT
1691,SG,T5983248,SG03,sell,688.0,B44611,1261.0,QUANTITY_OVERLIMIT
1698,TOK,T9108891,TOK10,sell,968.0,B45193,1918.62,QUANTITY_OVERLIMIT
1702,HK,T5727593,HK11,sell,230.0,B38589,9162.66,QUANTITY_OVERLIMIT
1706,NY,T7375392,NY10,sell,573.0,B45193,1918.62,QUANTITY_OVERLIMIT
1723,SYD,T5521536,SYD10,sell,731.0,B31538,2065.5,QUANTITY_OVERLIMIT
1730,SG,T9277645,SG12,sell,794.0,B01774,1530.9,QUANTITY_OVERLIMIT
1731,LON,T6326422,LON01,sell,202.0,B28917,1756.3,QUANTITY_OVERLIMIT
1737,TOK,T9108891,TOK13,sell,983.0,B27558,3829.05,QUANTITY_OVERLIMIT
1739,LON,T2121033,LON21,sell,994.0,B11094,3880.08,QUANTITY_OVERLIMIT
1758,TOK,T3121807,TOK20,sell,794.0,B27558,3829.05,QUANTITY_OVERLIMIT
1770,HK,T6189452,HK21,sell,215.0,B34105,2403.13,QUANTITY_OVERLIMIT
1776,SYD,T5521536,SYD13,sell,860.0,B16316,1121.0,QUANTITY_OVERLIMIT
1783,TOK,T3121807,TOK21,sell,650.0,B01774,2685.2,QUANTITY_OVERLIMIT
1785,SYD,T8621521,SYD01,sell,101.0,B28659,125629.0,QUANTITY_OVERLIMIT
1798,HK,T3179669,HK32,sell,167.0,B45193,1918.62,QUANTITY_OVERLIMIT
1803,HK,T3800229,HK01,sell,575.0,B08521,7694.82,QUANTITY_OVERLIMIT
1804,SG,T9277645,SG13,sell,394.0,B11094,3847.41,QUANTITY_OVERLIMIT
1812,TOK,T2697765,TOK03,sell,792.0,B35648,188238.0,QUANTITY_OVERLIMIT
1817,NY,T4848015,NY34,sell,447.0,B44611,1261.0,QUANTITY_OVERLIMIT
1849,TOK,T2697765,TOK02,sell,234.0,B23639,1012.69,QUANTITY_OVERLIMIT
1853,TOK,T3937126,TOK31,sell,154.0,B17901,1516.32,QUANTITY_OVERLIMIT
1856,TOK,T2697765,TOK02,sell,241.0,B35648,179881.0,QUANTITY_OVERLIMIT
1863,SG,T9277645,SG11,sell,700.0,B04712,536.0,QUANTITY_OVERLIMIT
1868,SG,T5983248,SG02,sell,399.0,B31214,720.0,QUANTITY_OVERLIMIT
1869,LON,T6326422,LON02,sell,403.0,B28659,136589.0,QUANTITY_OVERLIMIT
1875,NY,T4848015,NY32,sell,632.0,B18694,1592.93,QUANTITY_OVERLIMIT
1883,LON,T7210244,LON11,sell,798.0,B01774,1077.33,QUANTITY_OVERLIMIT
1888,TOK,T9108891,TOK11,sell,461.0,B28659,136589.0,QUANTITY_OVERLIMIT
1891,NY,T4848015,NY31,sell,819.0,B27023,1370.0,QUANTITY_OVERLIMIT
1895,NY,T2078717,NY04,sell,492.0,B25841,4693.89,QUANTITY_OVERLIMIT
1896,SYD,T8621521,SYD03,sell,804.0,B27558,3829.05,QUANTITY_OVERLIMIT
1898,TOK,T3121807,TOK25,sell,561.0,B28659,136589.0,QUANTITY_OVERLIMIT
1901,NY,T7375392,NY12,sell,994.0,B10340,4577.09,QUANTITY_OVERLIMIT
1910,HK,T6189452,HK22,sell,313.0,B11094,6426.0,QUANTITY_OVERLIMIT
1911,NY,T4848015,NY31,sell,230.0,B03283,2029.17,QUANTITY_OVERLIMIT
1912,LON,T2121033,LON23,sell,297.0,B25841,4693.89,QUANTITY_OVERLIMIT
1920,NY,T4439875,NY42,sell,985.0,B35648,118150.0,QUANTITY_OVERLIMIT
1928,HK,T3800229,HK00,sell,198.0,B04712,889.0,QUANTITY_OVERLIMIT
1930,LON,T7210244,LON14,sell,521.0,B28659,136589.0,QUANTITY_OVERLIMIT
1941,HK,T5727593,HK12,sell,265.0,B02473,10333.15,QUANTITY_OVERLIMIT
1945,SYD,T8621521,SYD01,sell,713.0,B31214,720.0,QUANTITY_OVERLIMIT
1951,SYD,T5521536,SYD11,sell,919.0,B45214,79186.0,QUANTITY_OVERLIMIT
1959,TOK,T3121807,TOK23,sell,483.0,B01774,1404.42,QUANTITY_OVERLIMIT
1965,TOK,T3121807,TOK24,sell,672.0,B17266,77694.0,QUANTITY_OVERLIMIT
1975,NY,T4848015,NY33,sell,413.0,B28917,2142.93,QUANTITY_OVERLIMIT
1976,SYD,T5521536,SYD10,sell,258.0,B35648,118150.0,QUANTITY_OVERLIMIT
1983,TOK,T3937126,TOK31,sell,664.0,B16316,839.0,QUANTITY_OVERLIMIT
1991,LON,T2121033,LON22,sell,728.0,B08521,8171.04,QUANTITY_OVERLIMIT
1992,TOK,T3121807,TOK22,sell,981.0,B02473,7003.0,QUANTITY_OVERLIMIT
1998,LON,T2121033,LON25,sell,885.0,B18694,1256.78,QUANTITY_OVERLIMIT
2013,SG,T5983248,SG00,sell,116.0,B01774,1404.42,QUANTITY_OVERLIMIT
2017,TOK,T3121807,TOK25,sell,360.0,B08521,8171.04,QUANTITY_OVERLIMIT
2020,LON,T6326422,LON02,sell,998.0,B45214,206276.0,QUANTITY_OVERLIMIT
2023,HK,T6189452,HK20,sell,652.0,B02473,8782.2,QUANTITY_OVERLIMIT
2026,NY,T1087795,NY21,sell,527.0,B08521,8171.04,QUANTITY_OVERLIMIT
2037,NY,T7375392,NY10,sell,599.0,B11094,8038.8,QUANTITY_OVERLIMIT
2040,SYD,T5521536,SYD12,sell,615.0,B25841,6655.5,QUANTITY_OVERLIMIT
2042,LON,T2121033,LON21,sell,785.0,B17901,1779.52,QUANTITY_OVERLIMIT
2059,HK,T3179669,HK31,sell,805.0,B47982,1158.72,QUANTITY_OVERLIMIT
2060,HK,T6189452,HK23,sell,944.0,B27558,6597.91,QUANTITY_OVERLIMIT
2061,SG,T9564084,SG23,sell,711.0,B47982,1158.72,QUANTITY_OVERLIMIT
2062,LON,T2121033,LON22,sell,412.0,B31538,2503.05,QUANTITY_OVERLIMIT
2075,LON,T2121033,LON20,sell,698.0,B45193,2607.75,QUANTITY_OVERLIMIT
2077,HK,T5727593,HK12,sell,734.0,B18694,1256.78,QUANTITY_OVERLIMIT
2083,TOK,T3121807,TOK23,sell,538.0,B17901,1779.52,QUANTITY_OVERLIMIT
2086,SG,T9277645,SG14,sell,938.0,B27558,6597.91,QUANTITY_OVERLIMIT
2089,NY,T4439875,NY42,sell,243.0,B27023,1361.0,QUANTITY_OVERLIMIT
2090,TOK,T3121807,TOK20,sell,762.0,B35479,9239.03,QUANTITY_OVERLIMIT
2092,LON,T2121033,LON25,sell,410.0,B02473,8782.2,QUANTITY_OVERLIMIT
2099,LON,T6326422,LON02,sell,458.0,B28659,104604.0,QUANTITY_OVERLIMIT
2110,TOK,T3121807,TOK25,sell,606.0,B44611,605.0,QUANTITY_OVERLIMIT
2112,TOK,T9108891,TOK10,sell,306.0,B38589,5249.44,QUANTITY_OVERLIMIT
2115,SG,T9564084,SG21,sell,217.0,B48886,7161.3,QUANTITY_OVERLIMIT
2118,SG,T5983248,SG01,sell,120.0,B23639,1528.98,QUANTITY_OVERLIMIT
2123,SYD,T5521536,SYD11,sell,282.0,B27558,7635.1,QUANTITY_OVERLIMIT
2132,LON,T7210244,LON12,sell,279.0,B04712,1156.0,QUANTITY_OVERLIMIT
2139,TOK,T9108891,TOK10,sell,159.0,B47982,1158.72,QUANTITY_OVERLIMIT
2141,SYD,T8621521,SYD00,sell,649.0,B25841,6655.5,QUANTITY_OVERLIMIT
2146,HK,T3800229,HK04,sell,327.0,B44611,605.0,QUANTITY_OVERLIMIT
2147,TOK,T2697765,TOK00,sell,993.0,B10340,9438.0,QUANTITY_OVERLIMIT
2154,SG,T9277645,SG12,sell,246.0,B05609,93366.0,QUANTITY_OVERLIMIT
2155,SYD,T8621521,SYD03,sell,328.0,B44611,605.0,QUANTITY_OVERLIMIT
2163,TOK,T3937126,TOK33,sell,244.0,B31538,1548.54,QUANTITY_OVERLIMIT
2172,TOK,T2697765,TOK01,sell,137.0,B18694,1930.5,QUANTITY_OVERLIMIT
2173,LON,T6326422,LON04,sell,104.0,B25841,8495.2,QUANTITY_OVERLIMIT
2174,LON,T6326422,LON04,sell,315.0,B48886,7161.3,QUANTITY_OVERLIMIT
2184,SYD,T5521536,SYD10,sell,255.0,B45214,96795.0,QUANTITY_OVERLIMIT
2189,LON,T7210244,LON13,sell,964.0,B28917,2428.65,QUANTITY_OVERLIMIT
2191,LON,T6326422,LON02,sell,356.0,B17266,73830.0,QUANTITY_OVERLIMIT
2196,NY,T7375392,NY10,sell,821.0,B01774,2242.35,QUANTITY_OVERLIMIT
2203,TOK,T3121807,TOK24,sell,833.0,B11094,6895.2,QUANTITY_OVERLIMIT
2219,LON,T2121033,LON23,sell,975.0,B34105,2744.67,QUANTITY_OVERLIMIT
2225,SG,T9277645,SG11,sell,168.0,B35648,106932.0,QUANTITY_OVERLIMIT
2228,LON,T6326422,LON04,sell,391.0,B01774,2242.35,QUANTITY_OVERLIMIT
2229,TOK,T2697765,TOK00,sell,635.0,B08521,6643.2,QUANTITY_OVERLIMIT
2233,NY,T2078717,NY01,sell,866.0,B35479,9677.58,QUANTITY_OVERLIMIT
2234,NY,T7375392,NY11,sell,186.0,B18694,2746.2,QUANTITY_OVERLIMIT
2240,SG,T9564084,SG21,sell,589.0,B31214,669.0,QUANTITY_OVERLIMIT
2251,SYD,T8621521,SYD01,sell,407.0,B27558,7635.1,QUANTITY_OVERLIMIT
2253,TOK,T9108891,TOK13,sell,666.0,B34105,2744.67,QUANTITY_OVERLIMIT
2255,NY,T4439875,NY43,sell,543.0,B10340,8903.3,QUANTITY_OVERLIMIT
2266,LON,T7210244,LON14,sell,782.0,B01774,2039.87,QUANTITY_OVERLIMIT
2268,NY,T2078717,NY00,sell,330.0,B18694,2746.2,QUANTITY_OVERLIMIT
2280,LON,T2121033,LON24,sell,592.0,B28917,2428.65,QUANTITY_OVERLIMIT
2287,LON,T6326422,LON02,sell,249.0,B23639,1528.98,QUANTITY_OVERLIMIT
2290,TOK,T9108891,TOK11,sell,337.0,B47982,1158.72,QUANTITY_OVERLIMIT
2295,HK,T6189452,HK20,sell,270.0,B03283,1705.27,QUANTITY_OVERLIMIT
2298,NY,T4439875,NY44,sell,573.0,B45214,83980.0,QUANTITY_OVERLIMIT
2309,SYD,T8621521,SYD01,sell,475.0,B27558,7635.1,QUANTITY_OVERLIMIT
2316,TOK,T3937126,TOK31,sell,620.0,B03283,1705.27,QUANTITY_OVERLIMIT
2317,HK,T3800229,HK00,sell,696.0,B31538,1183.74,QUANTITY_OVERLIMIT
2318,SG,T5983248,SG03,sell,641.0,B44611,605.0,QUANTITY_OVERLIMIT
2325,HK,T3179669,HK33,sell,903.0,B27558,7635.1,QUANTITY_OVERLIMIT
2326,NY,T7375392,NY13,sell,406.0,B01774,2039.87,QUANTITY_OVERLIMIT
2334,NY,T1087795,NY23,sell,545.0,B17901,1507.73,QUANTITY_OVERLIMIT
2341,TOK,T3121807,TOK20,sell,749.0,B25841,8874.19,QUANTITY_OVERLIMIT
2349,NY,T4439875,NY41,sell,589.0,B05609,121302.0,QUANTITY_OVERLIMIT
2364,NY,T2078717,NY04,sell,693.0,B45918,3367.77,QUANTITY_OVERLIMIT
2369,LON,T2121033,LON25,sell,672.0,B28917,2428.65,QUANTITY_OVERLIMIT
2372,HK,T3800229,HK01,sell,720.0,B18694,1061.55,QUANTITY_OVERLIMIT
2375,SG,T5983248,SG03,sell,915.0,B02473,8766.9,QUANTITY_OVERLIMIT
2389,HK,T5727593,HK14,sell,786.0,B02473,8766.9,QUANTITY_OVERLIMIT
2408,SG,T9564084,SG23,sell,839.0,B08521,6643.2,QUANTITY_OVERLIMIT
2423,SG,T9277645,SG13,sell,817.0,B28659,161046.0,QUANTITY_OVERLIMIT
2436,NY,T4848015,NY33,sell,451.0,B27558,8568.0,QUANTITY_OVERLIMIT
2446,LON,T2121033,LON21,sell,797.0,B18694,1061.55,QUANTITY_OVERLIMIT
2452,SG,T5983248,SG01,sell,623.0,B23639,1651.88,QUANTITY_OVERLIMIT
2457,SG,T9277645,SG12,sell,179.0,B18694,1061.55,QUANTITY_OVERLIMIT
2458,SG,T5983248,SG04,sell,309.0,B04712,960.0,QUANTITY_OVERLIMIT
2471,TOK,T2697765,TOK01,sell,961.0,B11094,9522.24,QUANTITY_OVERLIMIT
2477,NY,T7375392,NY13,sell,743.0,B23639,1611.48,QUANTITY_OVERLIMIT
2489,SYD,T5521536,SYD13,sell,611.0,B34105,1182.72,QUANTITY_OVERLIMIT
2492,HK,T6189452,HK20,sell,498.0,B45193,1313.76,QUANTITY_OVERLIMIT
